"","tpr","fpr","tdr","shd","method","is_directed","subj","sim"
"6281",0,0,NA,11,"arges","undirected",29,2
"7281",0,0,NA,11,"arges","directed",29,2
"2291",1,0.0512820512820513,0.846153846153846,2,"pc","undirected",30,2
"3291",0.909090909090909,0.0449438202247191,0.714285714285714,4,"pc","directed",30,2
"4291",1,0.0256410256410256,0.916666666666667,1,"ges","undirected",30,2
"5291",0.636363636363636,0.0898876404494382,0.466666666666667,8,"ges","directed",30,2
"6291",0,0,NA,11,"arges","undirected",30,2
"7291",0,0,NA,11,"arges","directed",30,2
"2301",1,0.0512820512820513,0.846153846153846,2,"pc","undirected",31,2
"3301",1,0.0224719101123595,0.846153846153846,2,"pc","directed",31,2
"4301",0.909090909090909,0.0256410256410256,0.909090909090909,2,"ges","undirected",31,2
"5301",0.727272727272727,0.0786516853932584,0.533333333333333,8,"ges","directed",31,2
"6301",0,0,NA,11,"arges","undirected",31,2
"7301",0,0,NA,11,"arges","directed",31,2
"2311",1,0.0256410256410256,0.916666666666667,1,"pc","undirected",32,2
"3311",1,0.0337078651685393,0.785714285714286,3,"pc","directed",32,2
"4311",1,0,1,0,"ges","undirected",32,2
"5311",0.909090909090909,0.0898876404494382,0.555555555555556,8,"ges","directed",32,2
"6311",0,0,NA,11,"arges","undirected",32,2
"7311",0,0,NA,11,"arges","directed",32,2
"2321",1,0.0769230769230769,0.785714285714286,3,"pc","undirected",33,2
"3321",0.727272727272727,0.0674157303370786,0.571428571428571,6,"pc","directed",33,2
"4321",1,0.0512820512820513,0.846153846153846,2,"ges","undirected",33,2
"5321",0.545454545454545,0.101123595505618,0.4,9,"ges","directed",33,2
"6321",0,0,NA,11,"arges","undirected",33,2
"7321",0,0,NA,11,"arges","directed",33,2
"2331",1,0.0512820512820513,0.846153846153846,2,"pc","undirected",34,2
"3331",0.818181818181818,0.0561797752808989,0.642857142857143,5,"pc","directed",34,2
"4331",0.909090909090909,0.0512820512820513,0.833333333333333,3,"ges","undirected",34,2
"5331",0.454545454545455,0.0786516853932584,0.416666666666667,8,"ges","directed",34,2
"6331",0,0,NA,11,"arges","undirected",34,2
"7331",0,0,NA,11,"arges","directed",34,2
"2341",1,0.0769230769230769,0.785714285714286,3,"pc","undirected",35,2
"3341",0.818181818181818,0.0674157303370786,0.6,6,"pc","directed",35,2
"4341",0.818181818181818,0.128205128205128,0.642857142857143,7,"ges","undirected",35,2
"5341",0.272727272727273,0.123595505617978,0.214285714285714,13,"ges","directed",35,2
"6341",0,0,NA,11,"arges","undirected",35,2
"7341",0,0,NA,11,"arges","directed",35,2
"2351",1,0.0512820512820513,0.846153846153846,2,"pc","undirected",36,2
"3351",0.909090909090909,0.0561797752808989,0.666666666666667,5,"pc","directed",36,2
"4351",1,0.0769230769230769,0.785714285714286,3,"ges","undirected",36,2
"5351",0.727272727272727,0.0898876404494382,0.5,8,"ges","directed",36,2
"6351",0,0,NA,11,"arges","undirected",36,2
"7351",0,0,NA,11,"arges","directed",36,2
"2361",0.818181818181818,0.0769230769230769,0.75,5,"pc","undirected",37,2
"3361",0.454545454545455,0.0786516853932584,0.416666666666667,9,"pc","directed",37,2
"4361",0.727272727272727,0.0512820512820513,0.8,5,"ges","undirected",37,2
"5361",0.363636363636364,0.0786516853932584,0.363636363636364,10,"ges","directed",37,2
"6361",0,0,NA,11,"arges","undirected",37,2
"7361",0,0,NA,11,"arges","directed",37,2
"2371",1,0.0256410256410256,0.916666666666667,1,"pc","undirected",38,2
"3371",0.727272727272727,0.0561797752808989,0.615384615384615,5,"pc","directed",38,2
"4371",1,0.0256410256410256,0.916666666666667,1,"ges","undirected",38,2
"5371",0.818181818181818,0.101123595505618,0.5,9,"ges","directed",38,2
"6371",0,0,NA,11,"arges","undirected",38,2
"7371",0,0,NA,11,"arges","directed",38,2
"2381",1,0,1,0,"pc","undirected",39,2
"3381",0.818181818181818,0.0449438202247191,0.692307692307692,4,"pc","directed",39,2
"4381",1,0.0512820512820513,0.846153846153846,2,"ges","undirected",39,2
"5381",0.818181818181818,0.112359550561798,0.473684210526316,10,"ges","directed",39,2
"6381",0,0,NA,11,"arges","undirected",39,2
"7381",0,0,NA,11,"arges","directed",39,2
"2391",0.909090909090909,0.0769230769230769,0.769230769230769,4,"pc","undirected",40,2
"3391",0.909090909090909,0.0449438202247191,0.714285714285714,5,"pc","directed",40,2
"4391",0.818181818181818,0.0769230769230769,0.75,5,"ges","undirected",40,2
"5391",0.636363636363636,0.0674157303370786,0.538461538461538,8,"ges","directed",40,2
"6391",0,0,NA,11,"arges","undirected",40,2
"7391",0,0,NA,11,"arges","directed",40,2
"2401",0.909090909090909,0.128205128205128,0.666666666666667,6,"pc","undirected",41,2
"3401",0.909090909090909,0.0561797752808989,0.666666666666667,6,"pc","directed",41,2
"4401",0.909090909090909,0.102564102564103,0.714285714285714,5,"ges","undirected",41,2
"5401",0.545454545454545,0.123595505617978,0.352941176470588,12,"ges","directed",41,2
"6401",0,0,NA,11,"arges","undirected",41,2
"7401",0,0,NA,11,"arges","directed",41,2
"2411",0.818181818181818,0.128205128205128,0.642857142857143,7,"pc","undirected",42,2
"3411",0.727272727272727,0.0786516853932584,0.533333333333333,9,"pc","directed",42,2
"4411",0.818181818181818,0.128205128205128,0.642857142857143,7,"ges","undirected",42,2
"5411",0.545454545454545,0.0898876404494382,0.428571428571429,10,"ges","directed",42,2
"6411",0,0,NA,11,"arges","undirected",42,2
"7411",0,0,NA,11,"arges","directed",42,2
"2421",1,0.0769230769230769,0.785714285714286,3,"pc","undirected",43,2
"3421",0.727272727272727,0.0786516853932584,0.533333333333333,7,"pc","directed",43,2
"4421",0.909090909090909,0.0769230769230769,0.769230769230769,4,"ges","undirected",43,2
"5421",0.818181818181818,0.0674157303370786,0.6,7,"ges","directed",43,2
"6421",0,0,NA,11,"arges","undirected",43,2
"7421",0,0,NA,11,"arges","directed",43,2
"2431",0.727272727272727,0,1,3,"pc","undirected",44,2
"3431",0.727272727272727,0.0337078651685393,0.727272727272727,6,"pc","directed",44,2
"4431",0.727272727272727,0.0256410256410256,0.888888888888889,4,"ges","undirected",44,2
"5431",0.727272727272727,0.0561797752808989,0.615384615384615,7,"ges","directed",44,2
"6431",0,0,NA,11,"arges","undirected",44,2
"7431",0,0,NA,11,"arges","directed",44,2
"2441",1,0.0512820512820513,0.846153846153846,2,"pc","undirected",45,2
"3441",0.818181818181818,0.0449438202247191,0.692307692307692,4,"pc","directed",45,2
"4441",1,0.0256410256410256,0.916666666666667,1,"ges","undirected",45,2
"5441",0.909090909090909,0.0449438202247191,0.714285714285714,4,"ges","directed",45,2
"6441",0,0,NA,11,"arges","undirected",45,2
"7441",0,0,NA,11,"arges","directed",45,2
"2451",0.909090909090909,0.0256410256410256,0.909090909090909,2,"pc","undirected",46,2
"3451",0.818181818181818,0.0224719101123595,0.818181818181818,3,"pc","directed",46,2
"4451",0.909090909090909,0.0512820512820513,0.833333333333333,3,"ges","undirected",46,2
"5451",0.727272727272727,0.0561797752808989,0.615384615384615,6,"ges","directed",46,2
"6451",0,0,NA,11,"arges","undirected",46,2
"7451",0,0,NA,11,"arges","directed",46,2
"2461",1,0.0512820512820513,0.846153846153846,2,"pc","undirected",47,2
"3461",0.818181818181818,0.0561797752808989,0.642857142857143,5,"pc","directed",47,2
"4461",1,0.0769230769230769,0.785714285714286,3,"ges","undirected",47,2
"5461",0.545454545454545,0.112359550561798,0.375,10,"ges","directed",47,2
"6461",0,0,NA,11,"arges","undirected",47,2
"7461",0,0,NA,11,"arges","directed",47,2
"2471",0.909090909090909,0.0512820512820513,0.833333333333333,3,"pc","undirected",48,2
"3471",0.818181818181818,0.0561797752808989,0.642857142857143,6,"pc","directed",48,2
"4471",0.818181818181818,0.0769230769230769,0.75,5,"ges","undirected",48,2
"5471",0.727272727272727,0.0898876404494382,0.5,9,"ges","directed",48,2
"6471",0,0,NA,11,"arges","undirected",48,2
"7471",0,0,NA,11,"arges","directed",48,2
"2481",0.909090909090909,0.0769230769230769,0.769230769230769,4,"pc","undirected",49,2
"3481",0.909090909090909,0.0337078651685393,0.769230769230769,4,"pc","directed",49,2
"4481",0.909090909090909,0.0256410256410256,0.909090909090909,2,"ges","undirected",49,2
"5481",0.818181818181818,0.0674157303370786,0.6,7,"ges","directed",49,2
"6481",0,0,NA,11,"arges","undirected",49,2
"7481",0,0,NA,11,"arges","directed",49,2
"2491",0.818181818181818,0.0512820512820513,0.818181818181818,4,"pc","undirected",50,2
"3491",0.727272727272727,0.0337078651685393,0.727272727272727,5,"pc","directed",50,2
"4491",0.818181818181818,0.0256410256410256,0.9,3,"ges","undirected",50,2
"5491",0.727272727272727,0.0337078651685393,0.727272727272727,5,"ges","directed",50,2
"6491",0,0,NA,11,"arges","undirected",50,2
"7491",0,0,NA,11,"arges","directed",50,2
"252",0.944444444444444,0.0317460317460317,0.85,4,"pc","undirected",1,3
"352",0.722222222222222,0.0338164251207729,0.65,8,"pc","directed",1,3
"452",0.944444444444444,0.0740740740740741,0.708333333333333,8,"ges","undirected",1,3
"552",0.555555555555556,0.0869565217391304,0.357142857142857,18,"ges","directed",1,3
"652",0,0,NA,18,"arges","undirected",1,3
"752",0,0,NA,18,"arges","directed",1,3
"2112",1,0.0423280423280423,0.818181818181818,4,"pc","undirected",2,3
"3112",0.944444444444444,0.0241545893719807,0.772727272727273,5,"pc","directed",2,3
"4112",0.944444444444444,0.0846560846560847,0.68,9,"ges","undirected",2,3
"5112",0.444444444444444,0.0869565217391304,0.307692307692308,19,"ges","directed",2,3
"6112",0,0,NA,18,"arges","undirected",2,3
"7112",0,0,NA,18,"arges","directed",2,3
"2212",0.944444444444444,0.0317460317460317,0.85,4,"pc","undirected",3,3
"3212",0.777777777777778,0.0289855072463768,0.7,7,"pc","directed",3,3
"4212",1,0.0529100529100529,0.782608695652174,5,"ges","undirected",3,3
"5212",0.722222222222222,0.0579710144927536,0.52,12,"ges","directed",3,3
"6212",0,0,NA,18,"arges","undirected",3,3
"7212",0,0,NA,18,"arges","directed",3,3
"2312",0.833333333333333,0.0634920634920635,0.714285714285714,9,"pc","undirected",4,3
"3312",0.555555555555556,0.0628019323671498,0.434782608695652,15,"pc","directed",4,3
"4312",0.833333333333333,0.0634920634920635,0.714285714285714,9,"ges","undirected",4,3
"5312",0.555555555555556,0.0579710144927536,0.454545454545455,15,"ges","directed",4,3
"6312",0,0,NA,18,"arges","undirected",4,3
"7312",0,0,NA,18,"arges","directed",4,3
"2412",0.833333333333333,0.0317460317460317,0.833333333333333,6,"pc","undirected",5,3
"3412",0.611111111111111,0.0386473429951691,0.578947368421053,11,"pc","directed",5,3
"4412",0.833333333333333,0.0317460317460317,0.833333333333333,6,"ges","undirected",5,3
"5412",0.444444444444444,0.0531400966183575,0.421052631578947,14,"ges","directed",5,3
"6412",0,0,NA,18,"arges","undirected",5,3
"7412",0,0,NA,18,"arges","directed",5,3
"253",1,0.0529100529100529,0.782608695652174,5,"pc","undirected",6,3
"353",0.833333333333333,0.0386473429951691,0.652173913043478,8,"pc","directed",6,3
"453",1,0.0105820105820106,0.947368421052632,1,"ges","undirected",6,3
"553",0.611111111111111,0.0434782608695652,0.55,9,"ges","directed",6,3
"653",0,0,NA,18,"arges","undirected",6,3
"753",0,0,NA,18,"arges","directed",6,3
"262",0.888888888888889,0.0423280423280423,0.8,6,"pc","undirected",7,3
"362",0.722222222222222,0.0386473429951691,0.619047619047619,10,"pc","directed",7,3
"462",0.833333333333333,0.0740740740740741,0.681818181818182,10,"ges","undirected",7,3
"562",0.611111111111111,0.0821256038647343,0.392857142857143,19,"ges","directed",7,3
"662",0,0,NA,18,"arges","undirected",7,3
"762",0,0,NA,18,"arges","directed",7,3
"272",0.833333333333333,0.0317460317460317,0.833333333333333,6,"pc","undirected",8,3
"372",0.777777777777778,0.0193236714975845,0.777777777777778,7,"pc","directed",8,3
"472",0.888888888888889,0,1,2,"ges","undirected",8,3
"572",0.833333333333333,0.0241545893719807,0.75,7,"ges","directed",8,3
"672",0,0,NA,18,"arges","undirected",8,3
"772",0,0,NA,18,"arges","directed",8,3
"282",0.833333333333333,0.0211640211640212,0.882352941176471,5,"pc","undirected",9,3
"382",0.666666666666667,0.0289855072463768,0.666666666666667,9,"pc","directed",9,3
"482",0.722222222222222,0.0105820105820106,0.928571428571429,6,"ges","undirected",9,3
"582",0.5,0.0434782608695652,0.5,14,"ges","directed",9,3
"682",0,0,NA,18,"arges","undirected",9,3
"782",0,0,NA,18,"arges","directed",9,3
"292",0.833333333333333,0.0317460317460317,0.833333333333333,6,"pc","undirected",10,3
"392",0.833333333333333,0.0193236714975845,0.789473684210526,7,"pc","directed",10,3
"492",0.833333333333333,0.0211640211640212,0.882352941176471,5,"ges","undirected",10,3
"592",0.444444444444444,0.0483091787439614,0.444444444444444,13,"ges","directed",10,3
"692",0,0,NA,18,"arges","undirected",10,3
"792",0,0,NA,18,"arges","directed",10,3
"2102",0.944444444444444,0.0529100529100529,0.772727272727273,6,"pc","undirected",11,3
"3102",0.888888888888889,0.0289855072463768,0.727272727272727,7,"pc","directed",11,3
"4102",0.944444444444444,0.0634920634920635,0.739130434782609,7,"ges","undirected",11,3
"5102",0.666666666666667,0.0676328502415459,0.461538461538462,14,"ges","directed",11,3
"6102",0,0,NA,18,"arges","undirected",11,3
"7102",0,0,NA,18,"arges","directed",11,3
"2113",0.944444444444444,0.0317460317460317,0.85,4,"pc","undirected",12,3
"3113",0.833333333333333,0.0289855072463768,0.714285714285714,7,"pc","directed",12,3
"4113",1,0.0317460317460317,0.857142857142857,3,"ges","undirected",12,3
"5113",0.888888888888889,0.0579710144927536,0.571428571428571,11,"ges","directed",12,3
"6113",0,0,NA,18,"arges","undirected",12,3
"7113",0,0,NA,18,"arges","directed",12,3
"2122",0.888888888888889,0.0317460317460317,0.842105263157895,5,"pc","undirected",13,3
"3122",0.777777777777778,0.0241545893719807,0.736842105263158,7,"pc","directed",13,3
"4122",0.888888888888889,0.0211640211640212,0.888888888888889,4,"ges","undirected",13,3
"5122",0.555555555555556,0.0531400966183575,0.476190476190476,13,"ges","directed",13,3
"6122",0,0,NA,18,"arges","undirected",13,3
"7122",0,0,NA,18,"arges","directed",13,3
"2132",0.944444444444444,0.0423280423280423,0.80952380952381,5,"pc","undirected",14,3
"3132",0.777777777777778,0.0338164251207729,0.666666666666667,8,"pc","directed",14,3
"4132",0.944444444444444,0.0423280423280423,0.80952380952381,5,"ges","undirected",14,3
"5132",0.722222222222222,0.0531400966183575,0.541666666666667,12,"ges","directed",14,3
"6132",0,0,NA,18,"arges","undirected",14,3
"7132",0,0,NA,18,"arges","directed",14,3
"2142",0.888888888888889,0.0634920634920635,0.727272727272727,8,"pc","undirected",15,3
"3142",0.833333333333333,0.0386473429951691,0.652173913043478,10,"pc","directed",15,3
"4142",0.888888888888889,0.0740740740740741,0.695652173913043,9,"ges","undirected",15,3
"5142",0.611111111111111,0.0772946859903382,0.407407407407407,18,"ges","directed",15,3
"6142",0,0,NA,18,"arges","undirected",15,3
"7142",0,0,NA,18,"arges","directed",15,3
"2152",0.888888888888889,0.0317460317460317,0.842105263157895,5,"pc","undirected",16,3
"3152",0.777777777777778,0.0338164251207729,0.666666666666667,9,"pc","directed",16,3
"4152",0.944444444444444,0.0211640211640212,0.894736842105263,3,"ges","undirected",16,3
"5152",0.666666666666667,0.0434782608695652,0.571428571428571,10,"ges","directed",16,3
"6152",0,0,NA,18,"arges","undirected",16,3
"7152",0,0,NA,18,"arges","directed",16,3
"2162",0.944444444444444,0.0211640211640212,0.894736842105263,3,"pc","undirected",17,3
"3162",0.833333333333333,0.0193236714975845,0.789473684210526,5,"pc","directed",17,3
"4162",0.944444444444444,0.0423280423280423,0.80952380952381,5,"ges","undirected",17,3
"5162",0.722222222222222,0.0676328502415459,0.481481481481481,14,"ges","directed",17,3
"6162",0,0,NA,18,"arges","undirected",17,3
"7162",0,0,NA,18,"arges","directed",17,3
"2172",0.777777777777778,0.0317460317460317,0.823529411764706,7,"pc","undirected",18,3
"3172",0.666666666666667,0.0338164251207729,0.631578947368421,11,"pc","directed",18,3
"4172",0.777777777777778,0.0317460317460317,0.823529411764706,7,"ges","undirected",18,3
"5172",0.611111111111111,0.0434782608695652,0.55,13,"ges","directed",18,3
"6172",0,0,NA,18,"arges","undirected",18,3
"7172",0,0,NA,18,"arges","directed",18,3
"2182",0.722222222222222,0.0529100529100529,0.722222222222222,10,"pc","undirected",19,3
"3182",0.555555555555556,0.0386473429951691,0.555555555555556,13,"pc","directed",19,3
"4182",0.722222222222222,0.0634920634920635,0.684210526315789,11,"ges","undirected",19,3
"5182",0.444444444444444,0.0676328502415459,0.363636363636364,19,"ges","directed",19,3
"6182",0,0,NA,18,"arges","undirected",19,3
"7182",0,0,NA,18,"arges","directed",19,3
"2192",0.888888888888889,0.0423280423280423,0.8,6,"pc","undirected",20,3
"3192",0.722222222222222,0.0386473429951691,0.619047619047619,10,"pc","directed",20,3
"4192",0.888888888888889,0.0634920634920635,0.727272727272727,8,"ges","undirected",20,3
"5192",0.722222222222222,0.0579710144927536,0.52,13,"ges","directed",20,3
"6192",0,0,NA,18,"arges","undirected",20,3
"7192",0,0,NA,18,"arges","directed",20,3
"2202",0.944444444444444,0.0423280423280423,0.80952380952381,5,"pc","undirected",21,3
"3202",0.722222222222222,0.0483091787439614,0.565217391304348,11,"pc","directed",21,3
"4202",0.888888888888889,0.0423280423280423,0.8,6,"ges","undirected",21,3
"5202",0.611111111111111,0.0579710144927536,0.478260869565217,14,"ges","directed",21,3
"6202",0,0,NA,18,"arges","undirected",21,3
"7202",0,0,NA,18,"arges","directed",21,3
"2213",0.944444444444444,0.0317460317460317,0.85,4,"pc","undirected",22,3
"3213",0.888888888888889,0.0193236714975845,0.8,5,"pc","directed",22,3
"4213",1,0.0634920634920635,0.75,6,"ges","undirected",22,3
"5213",0.777777777777778,0.0579710144927536,0.538461538461538,12,"ges","directed",22,3
"6213",0,0,NA,18,"arges","undirected",22,3
"7213",0,0,NA,18,"arges","directed",22,3
"2222",1,0.0529100529100529,0.782608695652174,5,"pc","undirected",23,3
"3222",0.833333333333333,0.0386473429951691,0.652173913043478,8,"pc","directed",23,3
"4222",1,0.0423280423280423,0.818181818181818,4,"ges","undirected",23,3
"5222",0.611111111111111,0.072463768115942,0.423076923076923,14,"ges","directed",23,3
"6222",0,0,NA,18,"arges","undirected",23,3
"7222",0,0,NA,18,"arges","directed",23,3
"2232",0.722222222222222,0.0423280423280423,0.764705882352941,9,"pc","undirected",24,3
"3232",0.666666666666667,0.0386473429951691,0.6,13,"pc","directed",24,3
"4232",0.722222222222222,0.0846560846560847,0.619047619047619,13,"ges","undirected",24,3
"5232",0.611111111111111,0.0772946859903382,0.407407407407407,19,"ges","directed",24,3
"6232",0,0,NA,18,"arges","undirected",24,3
"7232",0,0,NA,18,"arges","directed",24,3
"2242",0.833333333333333,0.0317460317460317,0.833333333333333,6,"pc","undirected",25,3
"3242",0.611111111111111,0.0386473429951691,0.578947368421053,11,"pc","directed",25,3
"4242",0.833333333333333,0.0105820105820106,0.9375,4,"ges","undirected",25,3
"5242",0.833333333333333,0.0531400966183575,0.576923076923077,14,"ges","directed",25,3
"6242",0,0,NA,18,"arges","undirected",25,3
"7242",0,0,NA,18,"arges","directed",25,3
"2252",0.833333333333333,0.0423280423280423,0.789473684210526,7,"pc","undirected",26,3
"3252",0.722222222222222,0.0338164251207729,0.65,10,"pc","directed",26,3
"4252",0.944444444444444,0.0634920634920635,0.739130434782609,7,"ges","undirected",26,3
"5252",0.833333333333333,0.0434782608695652,0.625,10,"ges","directed",26,3
"6252",0,0,NA,18,"arges","undirected",26,3
"7252",0,0,NA,18,"arges","directed",26,3
"2262",0.833333333333333,0.0529100529100529,0.75,8,"pc","undirected",27,3
"3262",0.611111111111111,0.0483091787439614,0.523809523809524,13,"pc","directed",27,3
"4262",0.833333333333333,0.0529100529100529,0.75,8,"ges","undirected",27,3
"5262",0.666666666666667,0.0772946859903382,0.428571428571429,18,"ges","directed",27,3
"6262",0,0,NA,18,"arges","undirected",27,3
"7262",0,0,NA,18,"arges","directed",27,3
"2272",0.944444444444444,0.0423280423280423,0.80952380952381,5,"pc","undirected",28,3
"3272",0.888888888888889,0.0241545893719807,0.761904761904762,6,"pc","directed",28,3
"4272",0.944444444444444,0.0423280423280423,0.80952380952381,5,"ges","undirected",28,3
"5272",0.611111111111111,0.0531400966183575,0.5,12,"ges","directed",28,3
"6272",0,0,NA,18,"arges","undirected",28,3
"7272",0,0,NA,18,"arges","directed",28,3
"2282",0.888888888888889,0.0423280423280423,0.8,6,"pc","undirected",29,3
"3282",0.722222222222222,0.0338164251207729,0.65,9,"pc","directed",29,3
"4282",1,0.0529100529100529,0.782608695652174,5,"ges","undirected",29,3
"5282",0.666666666666667,0.0579710144927536,0.5,12,"ges","directed",29,3
"6282",0,0,NA,18,"arges","undirected",29,3
"7282",0,0,NA,18,"arges","directed",29,3
